Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,613,16,P:System.Windows.Controls.TextBox.Text,,,,,tbTargetFolder.Text = savedAudioPath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,602,8,T:System.Windows.RoutedEventArgs,,,,,"private void btnUseSavedDownloadpath_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,606,16,T:System.Windows.Controls.TextBox,,,,,tbTargetFolder.Text = savedPath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,606,16,P:System.Windows.Controls.TextBox.Text,,,,,tbTargetFolder.Text = savedPath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,590,8,T:System.Windows.RoutedEventArgs,,,,,"private void btnBrowseTargetFolder_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,599,16,T:System.Windows.Controls.TextBox,,,,,tbTargetFolder.Text = dialog.SelectedPath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,599,16,P:System.Windows.Controls.TextBox.Text,,,,,tbTargetFolder.Text = dialog.SelectedPath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,592,12,T:System.Windows.Controls.TextBox,,,,,"var dialog = new Ookii.Dialogs.Wpf.VistaFolderBrowserDialog              {                  Description = ""Bitte wählen Sie den Zielordner für die konvertierten Dateien aus."",                  SelectedPath = tbTargetFolder.Text,                  UseDescriptionForTitle = true              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,592,12,P:System.Windows.Controls.TextBox.Text,,,,,"var dialog = new Ookii.Dialogs.Wpf.VistaFolderBrowserDialog              {                  Description = ""Bitte wählen Sie den Zielordner für die konvertierten Dateien aus."",                  SelectedPath = tbTargetFolder.Text,                  UseDescriptionForTitle = true              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,586,16,T:System.Windows.Controls.TextBox,,,,,tbDebugOutput.ScrollToEnd();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,586,16,M:System.Windows.Controls.Primitives.TextBoxBase.ScrollToEnd,,,,,tbDebugOutput.ScrollToEnd();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,585,16,T:System.Windows.Controls.TextBox,,,,,tbDebugOutput.CaretIndex = tbDebugOutput.Text.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,585,16,P:System.Windows.Controls.TextBox.Text,,,,,tbDebugOutput.CaretIndex = tbDebugOutput.Text.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,585,16,T:System.Windows.Controls.TextBox,,,,,tbDebugOutput.CaretIndex = tbDebugOutput.Text.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,585,16,P:System.Windows.Controls.TextBox.CaretIndex,,,,,tbDebugOutput.CaretIndex = tbDebugOutput.Text.Length;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,MortysDLP.csproj,File,Views\ConvertWindow.xaml.cs,584,16,T:System.Windows.Controls.TextBox,,,,,"tbDebugOutput.Text = string.Join(Environment.NewLine, lines.Skip(lines.Length - MaxDebugLines));"
